collab:elemType,org:group,concept:name,collab:participant,time:timestamp,case:concept:name,msgInstanceId,msgType,collab:toParticipant,msgFlow,collab:fromParticipant,eventType,collab:elemType_collab:participant,selected_prefix_length
task,PartyA,Activity B,PartyA,2021-06-23 07:48:47,case_214,,,,,,,task_PartyA,20
task,PartyC,Activity BZ,PartyC,2021-06-23 07:48:50,case_214,,,,,,,task_PartyC,20
task,PartyB,Activity DD,PartyB,2021-06-23 07:49:06,case_214,,,,,,,task_PartyB,20
task,PartyB,Activity I,PartyB,2021-06-23 07:49:12,case_214,,,,,,,task_PartyB,20
SendTask,PartyA,Activity E,PartyA,2021-06-23 07:49:21,case_214,m3_223,send,PartyB,m3,,,SendTask_PartyA,20
task,PartyB,Activity J,PartyB,2021-06-23 07:49:24,case_214,,,,,,,task_PartyB,20
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 07:49:30,case_214,m3_223,receive,,m3,PartyA,,ReceiveTask_PartyB,20
task,PartyA,Activity A,PartyA,2021-06-23 06:26:11,case_24,,,,,,,task_PartyA,6
task,PartyA,Activity C,PartyA,2021-06-23 06:26:20,case_24,,,,,,,task_PartyA,6
SendTask,PartyB,Activity AA,PartyB,2021-06-23 06:26:28,case_24,m4_23,send,PartyC,m4,,,SendTask_PartyB,6
ReceiveTask,PartyC,Start,PartyC,2021-06-23 06:26:40,case_24,m4_23,receive,,m4,PartyB,start,ReceiveTask_PartyC,6
task,PartyA,Activity B,PartyA,2021-06-23 06:26:47,case_24,,,,,,,task_PartyA,6
task,PartyB,Activity BB,PartyB,2021-06-23 06:26:54,case_24,,,,,,,task_PartyB,6
task,PartyA,Activity A,PartyA,2021-06-23 08:06:05,case_254,,,,,,,task_PartyA,1
SendTask,PartyB,Activity AA,PartyB,2021-06-23 08:11:26,case_269,m4_284,send,PartyC,m4,,,SendTask_PartyB,12
task,PartyB,Activity BB,PartyB,2021-06-23 08:11:33,case_269,,,,,,,task_PartyB,12
task,PartyA,Activity A,PartyA,2021-06-23 08:11:40,case_269,,,,,,,task_PartyA,12
ReceiveTask,PartyC,Start,PartyC,2021-06-23 08:11:55,case_269,m4_284,receive,,m4,PartyB,start,ReceiveTask_PartyC,12
SendTask,PartyB,Activity CC,PartyB,2021-06-23 08:11:58,case_269,m1_283,send,PartyA,m1,,,SendTask_PartyB,12
task,PartyC,Activity ZA,PartyC,2021-06-23 08:12:02,case_269,,,,,,,task_PartyC,12
task,PartyC,Activity CZ,PartyC,2021-06-23 08:12:06,case_269,,,,,,,task_PartyC,12
task,PartyB,Activity G,PartyB,2021-06-23 08:12:09,case_269,,,,,,,task_PartyB,12
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 08:12:18,case_269,m5_285,send,PartyB,m5,,,SendTask_PartyC,12
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 08:12:22,case_269,m5_285,receive,,m5,PartyC,,ReceiveTask_PartyB,12
task,PartyB,Activity FF,PartyB,2021-06-23 08:12:22,case_269,,,,,,,task_PartyB,12
SendTask,PartyB,Activity EE,PartyB,2021-06-23 08:12:24,case_269,m2_281,send,PartyA,m2,,,SendTask_PartyB,12
SendTask,PartyB,Activity AA,PartyB,2021-06-23 08:17:03,case_284,m4_299,send,PartyC,m4,,,SendTask_PartyB,8
ReceiveTask,PartyC,Start,PartyC,2021-06-23 08:17:08,case_284,m4_299,receive,,m4,PartyB,start,ReceiveTask_PartyC,8
task,PartyB,Activity BB,PartyB,2021-06-23 08:17:11,case_284,,,,,,,task_PartyB,8
task,PartyA,Activity A,PartyA,2021-06-23 08:17:19,case_284,,,,,,,task_PartyA,8
task,PartyC,Activity ZA,PartyC,2021-06-23 08:17:24,case_284,,,,,,,task_PartyC,8
SendTask,PartyB,Activity CC,PartyB,2021-06-23 08:17:28,case_284,m1_298,send,PartyA,m1,,,SendTask_PartyB,8
task,PartyC,Activity CZ,PartyC,2021-06-23 08:17:29,case_284,,,,,,,task_PartyC,8
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 08:17:38,case_284,m5_300,send,PartyB,m5,,,SendTask_PartyC,8
task,PartyA,Activity A,PartyA,2021-06-23 08:22:59,case_299,,,,,,,task_PartyA,18
task,PartyA,Activity C,PartyA,2021-06-23 08:23:10,case_299,,,,,,,task_PartyA,18
SendTask,PartyB,Activity AA,PartyB,2021-06-23 08:23:13,case_299,m4_313,send,PartyC,m4,,,SendTask_PartyB,18
ReceiveTask,PartyC,Start,PartyC,2021-06-23 08:23:17,case_299,m4_313,receive,,m4,PartyB,start,ReceiveTask_PartyC,18
task,PartyB,Activity BB,PartyB,2021-06-23 08:23:18,case_299,,,,,,,task_PartyB,18
task,PartyA,Activity B,PartyA,2021-06-23 08:23:34,case_299,,,,,,,task_PartyA,18
SendTask,PartyB,Activity CC,PartyB,2021-06-23 08:23:38,case_299,m1_312,send,PartyA,m1,,,SendTask_PartyB,18
SendTask,PartyB,Activity EE,PartyB,2021-06-23 08:23:51,case_299,m2_314,send,,m2,,,SendTask_PartyB,18
SendTask,PartyA,Activity E,PartyA,2021-06-23 08:23:54,case_299,m3_311,send,PartyB,m3,,,SendTask_PartyA,18
task,PartyC,Activity ZA,PartyC,2021-06-23 08:24:04,case_299,,,,,,,task_PartyC,18
task,PartyB,Activity G,PartyB,2021-06-23 08:24:08,case_299,,,,,,,task_PartyB,18
task,PartyB,Activity FF,PartyB,2021-06-23 08:24:13,case_299,,,,,,,task_PartyB,18
task,PartyC,Activity CZ,PartyC,2021-06-23 08:24:19,case_299,,,,,,,task_PartyC,18
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 08:24:22,case_299,m1_312,receive,,m1,PartyB,,ReceiveTask_PartyA,18
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 08:24:27,case_299,m5_315,send,PartyB,m5,,,SendTask_PartyC,18
task,PartyC,Activity BZ,PartyC,2021-06-23 08:24:33,case_299,,,,,,,task_PartyC,18
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 08:24:42,case_299,m5_315,receive,,m5,PartyC,,ReceiveTask_PartyB,18
task,PartyB,Activity DD,PartyB,2021-06-23 08:24:46,case_299,,,,,,,task_PartyB,18
task,PartyA,Activity A,PartyA,2021-06-23 08:38:55,case_334,,,,,,,task_PartyA,24
SendTask,PartyB,Activity AA,PartyB,2021-06-23 08:39:01,case_334,m4_353,send,PartyC,m4,,,SendTask_PartyB,24
task,PartyA,Activity C,PartyA,2021-06-23 08:39:03,case_334,,,,,,,task_PartyA,24
ReceiveTask,PartyC,Start,PartyC,2021-06-23 08:39:08,case_334,m4_353,receive,,m4,PartyB,start,ReceiveTask_PartyC,24
task,PartyB,Activity BB,PartyB,2021-06-23 08:39:12,case_334,,,,,,,task_PartyB,24
SendTask,PartyB,Activity CC,PartyB,2021-06-23 08:39:14,case_334,m1_352,send,PartyA,m1,,,SendTask_PartyB,24
task,PartyC,Activity ZA,PartyC,2021-06-23 08:39:32,case_334,,,,,,,task_PartyC,24
task,PartyB,Activity FF,PartyB,2021-06-23 08:39:33,case_334,,,,,,,task_PartyB,24
SendTask,PartyB,Activity EE,PartyB,2021-06-23 08:39:37,case_334,m2_354,send,,m2,,,SendTask_PartyB,24
task,PartyA,Activity B,PartyA,2021-06-23 08:39:44,case_334,,,,,,,task_PartyA,24
task,PartyB,Activity G,PartyB,2021-06-23 08:39:45,case_334,,,,,,,task_PartyB,24
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 08:39:53,case_334,m5_355,send,PartyB,m5,,,SendTask_PartyC,24
SendTask,PartyA,Activity E,PartyA,2021-06-23 08:39:59,case_334,m3_351,send,PartyB,m3,,,SendTask_PartyA,24
task,PartyC,Activity CZ,PartyC,2021-06-23 08:40:04,case_334,,,,,,,task_PartyC,24
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 08:40:17,case_334,m1_352,receive,,m1,PartyB,,ReceiveTask_PartyA,24
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 08:40:27,case_334,m5_355,receive,,m5,PartyC,,ReceiveTask_PartyB,24
task,PartyC,Activity BZ,PartyC,2021-06-23 08:40:33,case_334,,,,,,,task_PartyC,24
task,PartyB,Activity DD,PartyB,2021-06-23 08:40:33,case_334,,,,,,,task_PartyB,24
task,PartyB,Activity I,PartyB,2021-06-23 08:40:37,case_334,,,,,,,task_PartyB,24
task,PartyB,Activity J,PartyB,2021-06-23 08:40:40,case_334,,,,,,,task_PartyB,24
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 08:40:45,case_334,m3_351,receive,,m3,PartyA,,ReceiveTask_PartyB,24
SendTask,PartyB,Activity M,PartyB,2021-06-23 08:40:47,case_334,M7_356,send,PartyD,M7,,,SendTask_PartyB,24
task,PartyB,Activity L,PartyB,2021-06-23 08:40:59,case_334,,,,,,,task_PartyB,24
ReceiveTask,PartyD,Start2,PartyD,2021-06-23 08:41:04,case_334,M7_356,receive,,M7,PartyB,start,ReceiveTask_PartyD,24
task,PartyA,Activity A,PartyA,2021-06-23 08:41:10,case_339,,,,,,,task_PartyA,18
SendTask,PartyB,Activity AA,PartyB,2021-06-23 08:41:14,case_339,m4_359,send,PartyC,m4,,,SendTask_PartyB,18
ReceiveTask,PartyC,Start,PartyC,2021-06-23 08:41:21,case_339,m4_359,receive,,m4,PartyB,start,ReceiveTask_PartyC,18
task,PartyA,Activity C,PartyA,2021-06-23 08:41:28,case_339,,,,,,,task_PartyA,18
task,PartyC,Activity ZA,PartyC,2021-06-23 08:41:36,case_339,,,,,,,task_PartyC,18
task,PartyB,Activity BB,PartyB,2021-06-23 08:41:39,case_339,,,,,,,task_PartyB,18
SendTask,PartyB,Activity CC,PartyB,2021-06-23 08:41:44,case_339,m1_358,send,PartyA,m1,,,SendTask_PartyB,18
task,PartyC,Activity CZ,PartyC,2021-06-23 08:41:54,case_339,,,,,,,task_PartyC,18
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 08:42:00,case_339,m5_361,send,PartyB,m5,,,SendTask_PartyC,18
task,PartyC,Activity BZ,PartyC,2021-06-23 08:42:07,case_339,,,,,,,task_PartyC,18
task,PartyA,Activity B,PartyA,2021-06-23 08:42:11,case_339,,,,,,,task_PartyA,18
SendTask,PartyA,Activity E,PartyA,2021-06-23 08:42:17,case_339,m3_357,send,PartyB,m3,,,SendTask_PartyA,18
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 08:42:20,case_339,m1_358,receive,,m1,PartyB,,ReceiveTask_PartyA,18
SendTask,PartyB,Activity EE,PartyB,2021-06-23 08:42:24,case_339,m2_360,send,,m2,,,SendTask_PartyB,18
task,PartyB,Activity FF,PartyB,2021-06-23 08:42:30,case_339,,,,,,,task_PartyB,18
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 08:42:32,case_339,m5_361,receive,,m5,PartyC,,ReceiveTask_PartyB,18
task,PartyB,Activity G,PartyB,2021-06-23 08:42:33,case_339,,,,,,,task_PartyB,18
task,PartyB,Activity DD,PartyB,2021-06-23 08:42:38,case_339,,,,,,,task_PartyB,18
SendTask,PartyB,Activity AA,PartyB,2021-06-23 08:49:06,case_359,m4_379,send,PartyC,m4,,,SendTask_PartyB,3
ReceiveTask,PartyC,Start,PartyC,2021-06-23 08:49:17,case_359,m4_379,receive,,m4,PartyB,start,ReceiveTask_PartyC,3
task,PartyC,Activity ZA,PartyC,2021-06-23 08:49:22,case_359,,,,,,,task_PartyC,3
SendTask,PartyB,Activity AA,PartyB,2021-06-23 08:53:31,case_369,m4_390,send,PartyC,m4,,,SendTask_PartyB,12
task,PartyA,Activity A,PartyA,2021-06-23 08:53:34,case_369,,,,,,,task_PartyA,12
task,PartyB,Activity BB,PartyB,2021-06-23 08:53:43,case_369,,,,,,,task_PartyB,12
SendTask,PartyB,Activity CC,PartyB,2021-06-23 08:53:45,case_369,m1_389,send,PartyA,m1,,,SendTask_PartyB,12
ReceiveTask,PartyC,Start,PartyC,2021-06-23 08:53:55,case_369,m4_390,receive,,m4,PartyB,start,ReceiveTask_PartyC,12
task,PartyC,Activity ZA,PartyC,2021-06-23 08:53:57,case_369,,,,,,,task_PartyC,12
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 08:54:06,case_369,m5_391,send,PartyB,m5,,,SendTask_PartyC,12
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 08:54:07,case_369,m5_391,receive,,m5,PartyC,,ReceiveTask_PartyB,12
task,PartyC,Activity CZ,PartyC,2021-06-23 08:54:17,case_369,,,,,,,task_PartyC,12
SendTask,PartyB,Activity EE,PartyB,2021-06-23 08:54:19,case_369,m2_387,send,PartyA,m2,,,SendTask_PartyB,12
task,PartyB,Activity G,PartyB,2021-06-23 08:54:21,case_369,,,,,,,task_PartyB,12
task,PartyB,Activity FF,PartyB,2021-06-23 08:54:29,case_369,,,,,,,task_PartyB,12
task,PartyA,Activity A,PartyA,2021-06-23 08:59:49,case_384,,,,,,,task_PartyA,11
SendTask,PartyB,Activity AA,PartyB,2021-06-23 08:59:51,case_384,m4_407,send,PartyC,m4,,,SendTask_PartyB,11
ReceiveTask,PartyC,Start,PartyC,2021-06-23 08:59:54,case_384,m4_407,receive,,m4,PartyB,start,ReceiveTask_PartyC,11
task,PartyC,Activity ZA,PartyC,2021-06-23 09:00:01,case_384,,,,,,,task_PartyC,11
task,PartyB,Activity BB,PartyB,2021-06-23 09:00:03,case_384,,,,,,,task_PartyB,11
SendTask,PartyB,Activity CC,PartyB,2021-06-23 09:00:05,case_384,m1_406,send,PartyA,m1,,,SendTask_PartyB,11
task,PartyB,Activity G,PartyB,2021-06-23 09:00:09,case_384,,,,,,,task_PartyB,11
SendTask,PartyB,Activity EE,PartyB,2021-06-23 09:00:14,case_384,m2_404,send,PartyA,m2,,,SendTask_PartyB,11
task,PartyB,Activity FF,PartyB,2021-06-23 09:00:22,case_384,,,,,,,task_PartyB,11
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 09:00:27,case_384,m2_404,receive,,m2,PartyB,,ReceiveTask_PartyA,11
task,PartyC,Activity CZ,PartyC,2021-06-23 09:00:36,case_384,,,,,,,task_PartyC,11
task,PartyA,Activity A,PartyA,2021-06-23 09:05:09,case_399,,,,,,,task_PartyA,9
SendTask,PartyB,Activity AA,PartyB,2021-06-23 09:05:13,case_399,m4_422,send,PartyC,m4,,,SendTask_PartyB,9
ReceiveTask,PartyC,Start,PartyC,2021-06-23 09:05:17,case_399,m4_422,receive,,m4,PartyB,start,ReceiveTask_PartyC,9
task,PartyB,Activity BB,PartyB,2021-06-23 09:05:18,case_399,,,,,,,task_PartyB,9
task,PartyC,Activity ZA,PartyC,2021-06-23 09:05:20,case_399,,,,,,,task_PartyC,9
SendTask,PartyB,Activity CC,PartyB,2021-06-23 09:05:25,case_399,m1_421,send,PartyA,m1,,,SendTask_PartyB,9
task,PartyB,Activity G,PartyB,2021-06-23 09:05:29,case_399,,,,,,,task_PartyB,9
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 09:05:34,case_399,m5_423,send,PartyB,m5,,,SendTask_PartyC,9
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 09:05:39,case_399,m5_423,receive,,m5,PartyC,,ReceiveTask_PartyB,9
SendTask,PartyB,Activity AA,PartyB,2021-06-23 09:16:04,case_424,m4_449,send,PartyC,m4,,,SendTask_PartyB,21
ReceiveTask,PartyC,Start,PartyC,2021-06-23 09:16:17,case_424,m4_449,receive,,m4,PartyB,start,ReceiveTask_PartyC,21
task,PartyB,Activity BB,PartyB,2021-06-23 09:16:21,case_424,,,,,,,task_PartyB,21
SendTask,PartyB,Activity CC,PartyB,2021-06-23 09:16:30,case_424,m1_448,send,PartyA,m1,,,SendTask_PartyB,21
task,PartyC,Activity ZA,PartyC,2021-06-23 09:16:37,case_424,,,,,,,task_PartyC,21
task,PartyA,Activity A,PartyA,2021-06-23 09:16:43,case_424,,,,,,,task_PartyA,21
task,PartyB,Activity FF,PartyB,2021-06-23 09:16:48,case_424,,,,,,,task_PartyB,21
task,PartyB,Activity G,PartyB,2021-06-23 09:16:48,case_424,,,,,,,task_PartyB,21
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 09:16:55,case_424,m5_450,send,PartyB,m5,,,SendTask_PartyC,21
task,PartyC,Activity CZ,PartyC,2021-06-23 09:17:06,case_424,,,,,,,task_PartyC,21
task,PartyC,Activity BZ,PartyC,2021-06-23 09:17:14,case_424,,,,,,,task_PartyC,21
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 09:17:15,case_424,m5_450,receive,,m5,PartyC,,ReceiveTask_PartyB,21
SendTask,PartyB,Activity EE,PartyB,2021-06-23 09:17:18,case_424,m2_446,send,PartyA,m2,,,SendTask_PartyB,21
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 09:17:19,case_424,m2_446,receive,,m2,PartyB,,ReceiveTask_PartyA,21
task,PartyB,Activity DD,PartyB,2021-06-23 09:17:26,case_424,,,,,,,task_PartyB,21
task,PartyA,Activity B,PartyA,2021-06-23 09:17:34,case_424,,,,,,,task_PartyA,21
SendTask,PartyA,Activity E,PartyA,2021-06-23 09:17:35,case_424,m3_447,send,PartyB,m3,,,SendTask_PartyA,21
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 09:17:38,case_424,m1_448,receive,,m1,PartyB,,ReceiveTask_PartyA,21
task,PartyB,Activity I,PartyB,2021-06-23 09:17:40,case_424,,,,,,,task_PartyB,21
task,PartyB,Activity J,PartyB,2021-06-23 09:17:43,case_424,,,,,,,task_PartyB,21
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 09:17:48,case_424,m3_447,receive,,m3,PartyA,,ReceiveTask_PartyB,21
task,PartyA,Activity A,PartyA,2021-06-23 09:26:18,case_449,,,,,,,task_PartyA,17
SendTask,PartyB,Activity AA,PartyB,2021-06-23 09:26:21,case_449,m4_475,send,PartyC,m4,,,SendTask_PartyB,17
task,PartyB,Activity BB,PartyB,2021-06-23 09:26:22,case_449,,,,,,,task_PartyB,17
ReceiveTask,PartyC,Start,PartyC,2021-06-23 09:26:29,case_449,m4_475,receive,,m4,PartyB,start,ReceiveTask_PartyC,17
SendTask,PartyB,Activity CC,PartyB,2021-06-23 09:26:30,case_449,m1_474,send,PartyA,m1,,,SendTask_PartyB,17
task,PartyC,Activity ZA,PartyC,2021-06-23 09:26:37,case_449,,,,,,,task_PartyC,17
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 09:26:47,case_449,m5_476,send,PartyB,m5,,,SendTask_PartyC,17
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 09:26:50,case_449,m5_476,receive,,m5,PartyC,,ReceiveTask_PartyB,17
task,PartyB,Activity G,PartyB,2021-06-23 09:26:53,case_449,,,,,,,task_PartyB,17
task,PartyC,Activity CZ,PartyC,2021-06-23 09:26:59,case_449,,,,,,,task_PartyC,17
SendTask,PartyB,Activity EE,PartyB,2021-06-23 09:27:06,case_449,m2_472,send,PartyA,m2,,,SendTask_PartyB,17
task,PartyC,Activity BZ,PartyC,2021-06-23 09:27:17,case_449,,,,,,,task_PartyC,17
task,PartyB,Activity FF,PartyB,2021-06-23 09:27:25,case_449,,,,,,,task_PartyB,17
task,PartyB,Activity DD,PartyB,2021-06-23 09:27:36,case_449,,,,,,,task_PartyB,17
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 09:27:44,case_449,m2_472,receive,,m2,PartyB,,ReceiveTask_PartyA,17
task,PartyA,Activity B,PartyA,2021-06-23 09:27:47,case_449,,,,,,,task_PartyA,17
task,PartyB,Activity I,PartyB,2021-06-23 09:27:48,case_449,,,,,,,task_PartyB,17
SendTask,PartyB,Activity AA,PartyB,2021-06-23 09:44:55,case_494,m4_522,send,PartyC,m4,,,SendTask_PartyB,6
task,PartyB,Activity BB,PartyB,2021-06-23 09:44:56,case_494,,,,,,,task_PartyB,6
SendTask,PartyB,Activity CC,PartyB,2021-06-23 09:45:01,case_494,m1_521,send,PartyA,m1,,,SendTask_PartyB,6
task,PartyA,Activity A,PartyA,2021-06-23 09:45:06,case_494,,,,,,,task_PartyA,6
SendTask,PartyB,Activity EE,PartyB,2021-06-23 09:45:22,case_494,m2_519,send,PartyA,m2,,,SendTask_PartyB,6
task,PartyB,Activity FF,PartyB,2021-06-23 09:45:26,case_494,,,,,,,task_PartyB,6
SendTask,PartyB,Activity AA,PartyB,2021-06-23 06:19:37,case_9,m4_8,send,PartyC,m4,,,SendTask_PartyB,9
ReceiveTask,PartyC,Start,PartyC,2021-06-23 06:19:40,case_9,m4_8,receive,,m4,PartyB,start,ReceiveTask_PartyC,9
task,PartyB,Activity BB,PartyB,2021-06-23 06:19:50,case_9,,,,,,,task_PartyB,9
task,PartyC,Activity ZA,PartyC,2021-06-23 06:20:07,case_9,,,,,,,task_PartyC,9
SendTask,PartyB,Activity CC,PartyB,2021-06-23 06:20:14,case_9,m1_7,send,PartyA,m1,,,SendTask_PartyB,9
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 06:20:27,case_9,m5_9,send,PartyB,m5,,,SendTask_PartyC,9
task,PartyC,Activity CZ,PartyC,2021-06-23 06:20:30,case_9,,,,,,,task_PartyC,9
task,PartyA,Activity A,PartyA,2021-06-23 06:20:36,case_9,,,,,,,task_PartyA,9
task,PartyB,Activity G,PartyB,2021-06-23 06:20:44,case_9,,,,,,,task_PartyB,9
task,PartyA,Activity A,PartyA,2021-06-23 06:54:58,case_94,,,,,,,task_PartyA,8
SendTask,PartyB,Activity AA,PartyB,2021-06-23 06:54:59,case_94,m4_100,send,PartyC,m4,,,SendTask_PartyB,8
ReceiveTask,PartyC,Start,PartyC,2021-06-23 06:55:01,case_94,m4_100,receive,,m4,PartyB,start,ReceiveTask_PartyC,8
task,PartyB,Activity BB,PartyB,2021-06-23 06:55:06,case_94,,,,,,,task_PartyB,8
SendTask,PartyB,Activity CC,PartyB,2021-06-23 06:55:13,case_94,m1_99,send,PartyA,m1,,,SendTask_PartyB,8
task,PartyB,Activity G,PartyB,2021-06-23 06:55:23,case_94,,,,,,,task_PartyB,8
task,PartyC,Activity ZA,PartyC,2021-06-23 06:55:25,case_94,,,,,,,task_PartyC,8
SendTask,PartyB,Activity EE,PartyB,2021-06-23 06:55:25,case_94,m2_97,send,PartyA,m2,,,SendTask_PartyB,8
