msgInstanceId,msgProtocol,msgType,org:group,concept:name,collab:toParticipant,msgName,collab:elemType,collab:participant,time:timestamp,case:concept:name,collab:fromParticipant,eventType
blood sample_5,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 05:59:39,case_9,Gynecologist,start
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 05:59:40,case_9,,
results_6,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 05:59:40,case_9,,
results_6,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 05:59:44,case_9,Laboratory,
prescription_7,P2P,send,Gynecologist,Send prescription,Patient,prescription,SendTask,Gynecologist,2021-06-17 05:59:44,case_9,,
prescription_7,P2P,receive,Patient,Receive prescription,,prescription,ReceiveTask,Patient,2021-06-17 05:59:49,case_9,Gynecologist,
disease_215,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 06:31:58,case_209,,
disease_215,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 06:32:00,case_209,Patient,start
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 06:32:06,case_209,,
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 06:32:08,case_209,,
blood sample_216,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 06:32:11,case_209,,
blood sample_216,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 06:32:15,case_209,Gynecologist,start
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 06:32:16,case_209,,
results_217,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 06:32:20,case_209,,
results_217,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 06:32:28,case_209,Laboratory,
hospitalisation_218,P2P,send,Gynecologist,Communicate the need to hospitalise,Patient,hospitalisation,SendTask,Gynecologist,2021-06-17 06:32:31,case_209,,
hospitalisation_218,P2P,receive,Patient,Hospitalisation needed,,hospitalisation,ReceiveTask,Patient,2021-06-17 06:32:40,case_209,Gynecologist,
admission request_219,P2P,send,Gynecologist,Require patient admission,Hospital,admission request,SendTask,Gynecologist,2021-06-17 06:32:46,case_209,,
admission request_219,P2P,receive,Hospital,Admit patient,,admission request,ReceiveTask,Hospital,2021-06-17 06:32:49,case_209,Gynecologist,start
,,,Hospital,Create medical record,,,task,Hospital,2021-06-17 06:32:55,case_209,,
patient analysis_220,P2P,send,Gynecologist,Forward patient analysis results,Hospital,patient analysis,SendTask,Gynecologist,2021-06-17 06:33:02,case_209,,
patient analysis_220,P2P,receive,Hospital,Receive patient results,,patient analysis,ReceiveTask,Hospital,2021-06-17 06:33:07,case_209,Gynecologist,
admission_221,P2P,send,Hospital,Send admission info,Patient,admission,SendTask,Hospital,2021-06-17 06:33:07,case_209,,
admission_221,P2P,receive,Patient,Receive admission info,,admission,ReceiveTask,Patient,2021-06-17 06:33:11,case_209,Hospital,
disease_392,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 06:59:47,case_359,,
disease_392,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 06:59:48,case_359,Patient,start
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 06:59:53,case_359,,
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 07:00:02,case_359,,
blood sample_393,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 07:00:02,case_359,,
blood sample_393,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 07:00:06,case_359,Gynecologist,start
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 07:00:07,case_359,,
results_394,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 07:00:09,case_359,,
results_394,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 07:00:17,case_359,Laboratory,
hospitalisation_395,P2P,send,Gynecologist,Communicate the need to hospitalise,Patient,hospitalisation,SendTask,Gynecologist,2021-06-17 07:00:20,case_359,,
admission request_396,P2P,send,Gynecologist,Require patient admission,Hospital,admission request,SendTask,Gynecologist,2021-06-17 07:00:29,case_359,,
admission request_396,P2P,receive,Hospital,Admit patient,,admission request,ReceiveTask,Hospital,2021-06-17 07:00:36,case_359,Gynecologist,start
,,,Hospital,Create medical record,,,task,Hospital,2021-06-17 07:00:41,case_359,,
patient analysis_397,P2P,send,Gynecologist,Forward patient analysis results,Hospital,patient analysis,SendTask,Gynecologist,2021-06-17 07:00:46,case_359,,
hospitalisation_395,P2P,receive,Patient,Hospitalisation needed,,hospitalisation,ReceiveTask,Patient,2021-06-17 07:00:54,case_359,Gynecologist,
patient analysis_397,P2P,receive,Hospital,Receive patient results,,patient analysis,ReceiveTask,Hospital,2021-06-17 07:01:02,case_359,Gynecologist,
admission_398,P2P,send,Hospital,Send admission info,Patient,admission,SendTask,Hospital,2021-06-17 07:01:04,case_359,,
admission_398,P2P,receive,Patient,Receive admission info,,admission,ReceiveTask,Patient,2021-06-17 07:01:08,case_359,Hospital,
disease_190,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 06:27:26,case_189,,
disease_190,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 06:27:29,case_189,Patient,start
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 06:27:35,case_189,,
blood sample_191,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 06:27:37,case_189,,
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 06:27:40,case_189,,
blood sample_191,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 06:27:42,case_189,Gynecologist,start
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 06:27:44,case_189,,
results_192,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 06:27:48,case_189,,
results_192,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 06:27:57,case_189,Laboratory,
hospitalisation_193,P2P,send,Gynecologist,Communicate the need to hospitalise,Patient,hospitalisation,SendTask,Gynecologist,2021-06-17 06:27:59,case_189,,
admission request_194,P2P,send,Gynecologist,Require patient admission,Hospital,admission request,SendTask,Gynecologist,2021-06-17 06:28:07,case_189,,
patient analysis_195,P2P,send,Gynecologist,Forward patient analysis results,Hospital,patient analysis,SendTask,Gynecologist,2021-06-17 06:28:13,case_189,,
admission request_194,P2P,receive,Hospital,Admit patient,,admission request,ReceiveTask,Hospital,2021-06-17 06:28:24,case_189,Gynecologist,start
,,,Hospital,Create medical record,,,task,Hospital,2021-06-17 06:28:31,case_189,,
hospitalisation_193,P2P,receive,Patient,Hospitalisation needed,,hospitalisation,ReceiveTask,Patient,2021-06-17 06:28:40,case_189,Gynecologist,
patient analysis_195,P2P,receive,Hospital,Receive patient results,,patient analysis,ReceiveTask,Hospital,2021-06-17 06:28:45,case_189,Gynecologist,
admission_196,P2P,send,Hospital,Send admission info,Patient,admission,SendTask,Hospital,2021-06-17 06:28:48,case_189,,
admission_196,P2P,receive,Patient,Receive admission info,,admission,ReceiveTask,Patient,2021-06-17 06:28:53,case_189,Hospital,
disease_29,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 06:03:43,case_29,,
disease_29,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 06:03:44,case_29,Patient,start
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 06:03:47,case_29,,
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 06:03:51,case_29,,
blood sample_30,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 06:03:55,case_29,,
blood sample_30,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 06:03:56,case_29,Gynecologist,start
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 06:04:01,case_29,,
results_31,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 06:04:05,case_29,,
results_31,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 06:04:10,case_29,Laboratory,
hospitalisation_32,P2P,send,Gynecologist,Communicate the need to hospitalise,Patient,hospitalisation,SendTask,Gynecologist,2021-06-17 06:04:13,case_29,,
admission request_33,P2P,send,Gynecologist,Require patient admission,Hospital,admission request,SendTask,Gynecologist,2021-06-17 06:04:19,case_29,,
admission request_33,P2P,receive,Hospital,Admit patient,,admission request,ReceiveTask,Hospital,2021-06-17 06:04:20,case_29,Gynecologist,start
,,,Hospital,Create medical record,,,task,Hospital,2021-06-17 06:04:29,case_29,,
hospitalisation_32,P2P,receive,Patient,Hospitalisation needed,,hospitalisation,ReceiveTask,Patient,2021-06-17 06:04:35,case_29,Gynecologist,
patient analysis_34,P2P,send,Gynecologist,Forward patient analysis results,Hospital,patient analysis,SendTask,Gynecologist,2021-06-17 06:04:45,case_29,,
patient analysis_34,P2P,receive,Hospital,Receive patient results,,patient analysis,ReceiveTask,Hospital,2021-06-17 06:04:51,case_29,Gynecologist,
admission_35,P2P,send,Hospital,Send admission info,Patient,admission,SendTask,Hospital,2021-06-17 06:05:00,case_29,,
admission_35,P2P,receive,Patient,Receive admission info,,admission,ReceiveTask,Patient,2021-06-17 06:05:00,case_29,Hospital,
disease_335,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 06:50:59,case_314,,
disease_335,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 06:51:02,case_314,Patient,start
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 06:51:03,case_314,,
blood sample_336,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 06:51:08,case_314,,
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 06:51:10,case_314,,
blood sample_336,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 06:51:15,case_314,Gynecologist,start
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 06:51:16,case_314,,
results_337,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 06:51:18,case_314,,
results_337,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 06:51:23,case_314,Laboratory,
hospitalisation_338,P2P,send,Gynecologist,Communicate the need to hospitalise,Patient,hospitalisation,SendTask,Gynecologist,2021-06-17 06:51:24,case_314,,
hospitalisation_338,P2P,receive,Patient,Hospitalisation needed,,hospitalisation,ReceiveTask,Patient,2021-06-17 06:51:32,case_314,Gynecologist,
admission request_339,P2P,send,Gynecologist,Require patient admission,Hospital,admission request,SendTask,Gynecologist,2021-06-17 06:51:38,case_314,,
patient analysis_340,P2P,send,Gynecologist,Forward patient analysis results,,patient analysis,SendTask,Gynecologist,2021-06-17 06:51:46,case_314,,
admission request_339,P2P,receive,Hospital,Admit patient,,admission request,ReceiveTask,Hospital,2021-06-17 06:51:50,case_314,Gynecologist,start
,,,Hospital,Create medical record,,,task,Hospital,2021-06-17 06:51:52,case_314,,
,,,Hospital,Request blood analysis,,,task,Hospital,2021-06-17 06:51:54,case_314,,
admission_341,P2P,send,Hospital,Send admission info,Patient,admission,SendTask,Hospital,2021-06-17 06:51:56,case_314,,
admission_341,P2P,receive,Patient,Receive admission info,,admission,ReceiveTask,Patient,2021-06-17 06:52:04,case_314,Hospital,
disease_499,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 07:17:07,case_459,,
disease_499,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 07:17:10,case_459,Patient,start
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 07:17:13,case_459,,
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 07:17:18,case_459,,
blood sample_500,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 07:17:21,case_459,,
blood sample_500,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 07:17:25,case_459,Gynecologist,start
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 07:17:25,case_459,,
results_501,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 07:17:27,case_459,,
results_501,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 07:17:30,case_459,Laboratory,
prescription_502,P2P,send,Gynecologist,Send prescription,Patient,prescription,SendTask,Gynecologist,2021-06-17 07:17:33,case_459,,
prescription_502,P2P,receive,Patient,Receive prescription,,prescription,ReceiveTask,Patient,2021-06-17 07:17:38,case_459,Gynecologist,
disease_476,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 07:13:11,case_434,,
disease_476,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 07:13:14,case_434,Patient,start
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 07:13:18,case_434,,
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 07:13:21,case_434,,
blood sample_477,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 07:13:23,case_434,,
blood sample_477,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 07:13:27,case_434,Gynecologist,start
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 07:13:31,case_434,,
results_478,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 07:13:32,case_434,,
results_478,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 07:13:34,case_434,Laboratory,
prescription_479,P2P,send,Gynecologist,Send prescription,Patient,prescription,SendTask,Gynecologist,2021-06-17 07:13:37,case_434,,
prescription_479,P2P,receive,Patient,Receive prescription,,prescription,ReceiveTask,Patient,2021-06-17 07:13:42,case_434,Gynecologist,
disease_417,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 07:04:15,case_379,,
disease_417,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 07:04:19,case_379,Patient,start
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 07:04:25,case_379,,
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 07:04:28,case_379,,
blood sample_418,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 07:04:29,case_379,,
blood sample_418,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 07:04:30,case_379,Gynecologist,start
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 07:04:33,case_379,,
results_419,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 07:04:36,case_379,,
results_419,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 07:04:41,case_379,Laboratory,
hospitalisation_420,P2P,send,Gynecologist,Communicate the need to hospitalise,Patient,hospitalisation,SendTask,Gynecologist,2021-06-17 07:04:43,case_379,,
admission request_421,P2P,send,Gynecologist,Require patient admission,Hospital,admission request,SendTask,Gynecologist,2021-06-17 07:04:46,case_379,,
patient analysis_422,P2P,send,Gynecologist,Forward patient analysis results,Hospital,patient analysis,SendTask,Gynecologist,2021-06-17 07:04:50,case_379,,
hospitalisation_420,P2P,receive,Patient,Hospitalisation needed,,hospitalisation,ReceiveTask,Patient,2021-06-17 07:04:52,case_379,Gynecologist,
admission request_421,P2P,receive,Hospital,Admit patient,,admission request,ReceiveTask,Hospital,2021-06-17 07:05:00,case_379,Gynecologist,start
,,,Hospital,Create medical record,,,task,Hospital,2021-06-17 07:05:05,case_379,,
patient analysis_422,P2P,receive,Hospital,Receive patient results,,patient analysis,ReceiveTask,Hospital,2021-06-17 07:05:13,case_379,Gynecologist,
admission_423,P2P,send,Hospital,Send admission info,Patient,admission,SendTask,Hospital,2021-06-17 07:05:14,case_379,,
admission_423,P2P,receive,Patient,Receive admission info,,admission,ReceiveTask,Patient,2021-06-17 07:05:20,case_379,Hospital,
disease_40,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 06:05:31,case_39,,
disease_40,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 06:05:31,case_39,Patient,start
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 06:05:40,case_39,,
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 06:05:40,case_39,,
blood sample_41,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 06:05:43,case_39,,
blood sample_41,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 06:05:44,case_39,Gynecologist,start
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 06:05:47,case_39,,
results_42,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 06:05:51,case_39,,
results_42,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 06:05:54,case_39,Laboratory,
hospitalisation_43,P2P,send,Gynecologist,Communicate the need to hospitalise,Patient,hospitalisation,SendTask,Gynecologist,2021-06-17 06:05:57,case_39,,
admission request_44,P2P,send,Gynecologist,Require patient admission,Hospital,admission request,SendTask,Gynecologist,2021-06-17 06:06:01,case_39,,
admission request_44,P2P,receive,Hospital,Admit patient,,admission request,ReceiveTask,Hospital,2021-06-17 06:06:11,case_39,Gynecologist,start
hospitalisation_43,P2P,receive,Patient,Hospitalisation needed,,hospitalisation,ReceiveTask,Patient,2021-06-17 06:06:13,case_39,Gynecologist,
patient analysis_45,P2P,send,Gynecologist,Forward patient analysis results,,patient analysis,SendTask,Gynecologist,2021-06-17 06:06:18,case_39,,
,,,Hospital,Create medical record,,,task,Hospital,2021-06-17 06:06:23,case_39,,
,,,Hospital,Request blood analysis,,,task,Hospital,2021-06-17 06:06:26,case_39,,
admission_46,P2P,send,Hospital,Send admission info,Patient,admission,SendTask,Hospital,2021-06-17 06:06:30,case_39,,
admission_46,P2P,receive,Patient,Receive admission info,,admission,ReceiveTask,Patient,2021-06-17 06:06:33,case_39,Hospital,
disease_428,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 07:05:50,case_389,,
disease_428,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 07:05:55,case_389,Patient,start
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 07:05:59,case_389,,
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 07:06:02,case_389,,
blood sample_429,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 07:06:03,case_389,,
blood sample_429,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 07:06:06,case_389,Gynecologist,start
