collab:elemType,org:group,concept:name,collab:participant,time:timestamp,case:concept:name,msgInstanceId,msgType,collab:toParticipant,msgFlow,collab:fromParticipant,eventType,collab:elemType_collab:participant
SendTask,PartyB,Activity AA,PartyB,2021-06-23 06:28:12,case_29,m4_29,send,PartyC,m4,,,SendTask_PartyB
task,PartyB,Activity BB,PartyB,2021-06-23 06:28:15,case_29,,,,,,,task_PartyB
ReceiveTask,PartyC,Start,PartyC,2021-06-23 06:28:20,case_29,m4_29,receive,,m4,PartyB,start,ReceiveTask_PartyC
task,PartyC,Activity ZA,PartyC,2021-06-23 06:28:26,case_29,,,,,,,task_PartyC
SendTask,PartyB,Activity CC,PartyB,2021-06-23 06:28:32,case_29,m1_28,send,PartyA,m1,,,SendTask_PartyB
task,PartyA,Activity A,PartyA,2021-06-23 06:28:40,case_29,,,,,,,task_PartyA
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 06:28:44,case_29,m5_30,send,PartyB,m5,,,SendTask_PartyC
task,PartyC,Activity CZ,PartyC,2021-06-23 06:28:48,case_29,,,,,,,task_PartyC
task,PartyC,Activity BZ,PartyC,2021-06-23 06:28:52,case_29,,,,,,,task_PartyC
SendTask,PartyB,Activity EE,PartyB,2021-06-23 06:28:53,case_29,m2_26,send,PartyA,m2,,,SendTask_PartyB
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 06:28:58,case_29,m2_26,receive,,m2,PartyB,,ReceiveTask_PartyA
task,PartyA,Activity B,PartyA,2021-06-23 06:29:05,case_29,,,,,,,task_PartyA
task,PartyB,Activity FF,PartyB,2021-06-23 06:29:10,case_29,,,,,,,task_PartyB
SendTask,PartyA,Activity E,PartyA,2021-06-23 06:29:16,case_29,m3_27,send,PartyB,m3,,,SendTask_PartyA
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 06:29:19,case_29,m1_28,receive,,m1,PartyB,,ReceiveTask_PartyA
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 06:29:27,case_29,m5_30,receive,,m5,PartyC,,ReceiveTask_PartyB
task,PartyB,Activity G,PartyB,2021-06-23 06:29:29,case_29,,,,,,,task_PartyB
task,PartyB,Activity DD,PartyB,2021-06-23 06:29:29,case_29,,,,,,,task_PartyB
task,PartyB,Activity I,PartyB,2021-06-23 06:29:34,case_29,,,,,,,task_PartyB
task,PartyB,Activity J,PartyB,2021-06-23 06:29:36,case_29,,,,,,,task_PartyB
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 06:29:41,case_29,m3_27,receive,,m3,PartyA,,ReceiveTask_PartyB
task,PartyB,Activity O,PartyB,2021-06-23 06:29:41,case_29,,,,,,,task_PartyB
task,PartyB,Activity L,PartyB,2021-06-23 06:29:43,case_29,,,,,,,task_PartyB
SendTask,PartyB,Activity AA,PartyB,2021-06-23 07:59:21,case_239,m4_252,send,PartyC,m4,,,SendTask_PartyB
task,PartyB,Activity BB,PartyB,2021-06-23 07:59:34,case_239,,,,,,,task_PartyB
task,PartyA,Activity A,PartyA,2021-06-23 07:59:43,case_239,,,,,,,task_PartyA
SendTask,PartyB,Activity CC,PartyB,2021-06-23 07:59:49,case_239,m1_251,send,PartyA,m1,,,SendTask_PartyB
ReceiveTask,PartyC,Start,PartyC,2021-06-23 08:00:02,case_239,m4_252,receive,,m4,PartyB,start,ReceiveTask_PartyC
SendTask,PartyB,Activity EE,PartyB,2021-06-23 08:00:06,case_239,m2_253,send,,m2,,,SendTask_PartyB
task,PartyA,Activity C,PartyA,2021-06-23 08:00:18,case_239,,,,,,,task_PartyA
task,PartyA,Activity B,PartyA,2021-06-23 08:00:27,case_239,,,,,,,task_PartyA
SendTask,PartyA,Activity E,PartyA,2021-06-23 08:00:33,case_239,m3_250,send,PartyB,m3,,,SendTask_PartyA
task,PartyC,Activity ZA,PartyC,2021-06-23 08:00:45,case_239,,,,,,,task_PartyC
task,PartyB,Activity G,PartyB,2021-06-23 08:00:48,case_239,,,,,,,task_PartyB
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 08:01:03,case_239,m1_251,receive,,m1,PartyB,,ReceiveTask_PartyA
task,PartyB,Activity FF,PartyB,2021-06-23 08:01:10,case_239,,,,,,,task_PartyB
task,PartyC,Activity CZ,PartyC,2021-06-23 08:01:15,case_239,,,,,,,task_PartyC
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 08:01:18,case_239,m5_254,send,PartyB,m5,,,SendTask_PartyC
task,PartyC,Activity BZ,PartyC,2021-06-23 08:01:26,case_239,,,,,,,task_PartyC
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 08:01:29,case_239,m5_254,receive,,m5,PartyC,,ReceiveTask_PartyB
task,PartyB,Activity DD,PartyB,2021-06-23 08:01:32,case_239,,,,,,,task_PartyB
task,PartyB,Activity I,PartyB,2021-06-23 08:01:35,case_239,,,,,,,task_PartyB
task,PartyB,Activity J,PartyB,2021-06-23 08:01:40,case_239,,,,,,,task_PartyB
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 08:01:40,case_239,m3_250,receive,,m3,PartyA,,ReceiveTask_PartyB
task,PartyB,Activity O,PartyB,2021-06-23 08:01:44,case_239,,,,,,,task_PartyB
task,PartyB,Activity L,PartyB,2021-06-23 08:01:45,case_239,,,,,,,task_PartyB
SendTask,PartyB,Activity AA,PartyB,2021-06-23 08:44:35,case_349,m4_370,send,PartyC,m4,,,SendTask_PartyB
task,PartyB,Activity BB,PartyB,2021-06-23 08:44:41,case_349,,,,,,,task_PartyB
SendTask,PartyB,Activity CC,PartyB,2021-06-23 08:44:49,case_349,m1_369,send,PartyA,m1,,,SendTask_PartyB
task,PartyA,Activity A,PartyA,2021-06-23 08:44:54,case_349,,,,,,,task_PartyA
ReceiveTask,PartyC,Start,PartyC,2021-06-23 08:45:01,case_349,m4_370,receive,,m4,PartyB,start,ReceiveTask_PartyC
task,PartyB,Activity FF,PartyB,2021-06-23 08:45:08,case_349,,,,,,,task_PartyB
SendTask,PartyB,Activity EE,PartyB,2021-06-23 08:45:13,case_349,m2_367,send,PartyA,m2,,,SendTask_PartyB
task,PartyB,Activity G,PartyB,2021-06-23 08:45:17,case_349,,,,,,,task_PartyB
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 08:45:23,case_349,m2_367,receive,,m2,PartyB,,ReceiveTask_PartyA
task,PartyA,Activity B,PartyA,2021-06-23 08:45:26,case_349,,,,,,,task_PartyA
task,PartyC,Activity ZA,PartyC,2021-06-23 08:45:32,case_349,,,,,,,task_PartyC
task,PartyC,Activity CZ,PartyC,2021-06-23 08:45:38,case_349,,,,,,,task_PartyC
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 08:45:41,case_349,m5_371,send,PartyB,m5,,,SendTask_PartyC
task,PartyC,Activity BZ,PartyC,2021-06-23 08:45:55,case_349,,,,,,,task_PartyC
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 08:46:05,case_349,m5_371,receive,,m5,PartyC,,ReceiveTask_PartyB
task,PartyB,Activity DD,PartyB,2021-06-23 08:46:10,case_349,,,,,,,task_PartyB
SendTask,PartyA,Activity E,PartyA,2021-06-23 08:46:19,case_349,m3_368,send,PartyB,m3,,,SendTask_PartyA
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 08:46:22,case_349,m1_369,receive,,m1,PartyB,,ReceiveTask_PartyA
task,PartyB,Activity I,PartyB,2021-06-23 08:46:22,case_349,,,,,,,task_PartyB
task,PartyB,Activity J,PartyB,2021-06-23 08:46:25,case_349,,,,,,,task_PartyB
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 08:46:26,case_349,m3_368,receive,,m3,PartyA,,ReceiveTask_PartyB
task,PartyB,Activity N,PartyB,2021-06-23 08:46:29,case_349,,,,,,,task_PartyB
task,PartyB,Activity L,PartyB,2021-06-23 08:46:33,case_349,,,,,,,task_PartyB
task,PartyA,Activity A,PartyA,2021-06-23 08:46:37,case_354,,,,,,,task_PartyA
SendTask,PartyB,Activity AA,PartyB,2021-06-23 08:46:44,case_354,m4_374,send,PartyC,m4,,,SendTask_PartyB
task,PartyB,Activity BB,PartyB,2021-06-23 08:46:50,case_354,,,,,,,task_PartyB
task,PartyA,Activity C,PartyA,2021-06-23 08:46:57,case_354,,,,,,,task_PartyA
SendTask,PartyB,Activity CC,PartyB,2021-06-23 08:46:59,case_354,m1_373,send,PartyA,m1,,,SendTask_PartyB
task,PartyB,Activity G,PartyB,2021-06-23 08:47:11,case_354,,,,,,,task_PartyB
ReceiveTask,PartyC,Start,PartyC,2021-06-23 08:47:17,case_354,m4_374,receive,,m4,PartyB,start,ReceiveTask_PartyC
task,PartyA,Activity B,PartyA,2021-06-23 08:47:31,case_354,,,,,,,task_PartyA
task,PartyC,Activity ZA,PartyC,2021-06-23 08:47:39,case_354,,,,,,,task_PartyC
task,PartyB,Activity FF,PartyB,2021-06-23 08:47:42,case_354,,,,,,,task_PartyB
SendTask,PartyB,Activity EE,PartyB,2021-06-23 08:47:44,case_354,m2_375,send,,m2,,,SendTask_PartyB
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 08:47:54,case_354,m5_376,send,PartyB,m5,,,SendTask_PartyC
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 08:47:56,case_354,m5_376,receive,,m5,PartyC,,ReceiveTask_PartyB
SendTask,PartyA,Activity E,PartyA,2021-06-23 08:48:10,case_354,m3_372,send,PartyB,m3,,,SendTask_PartyA
task,PartyC,Activity CZ,PartyC,2021-06-23 08:48:21,case_354,,,,,,,task_PartyC
task,PartyB,Activity DD,PartyB,2021-06-23 08:48:25,case_354,,,,,,,task_PartyB
task,PartyC,Activity BZ,PartyC,2021-06-23 08:48:43,case_354,,,,,,,task_PartyC
task,PartyB,Activity I,PartyB,2021-06-23 08:48:48,case_354,,,,,,,task_PartyB
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 08:48:56,case_354,m1_373,receive,,m1,PartyB,,ReceiveTask_PartyA
task,PartyB,Activity J,PartyB,2021-06-23 08:48:57,case_354,,,,,,,task_PartyB
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 08:49:00,case_354,m3_372,receive,,m3,PartyA,,ReceiveTask_PartyB
task,PartyB,Activity O,PartyB,2021-06-23 08:49:00,case_354,,,,,,,task_PartyB
task,PartyB,Activity L,PartyB,2021-06-23 08:49:01,case_354,,,,,,,task_PartyB
task,PartyA,Activity A,PartyA,2021-06-23 06:38:26,case_54,,,,,,,task_PartyA
SendTask,PartyB,Activity AA,PartyB,2021-06-23 06:38:29,case_54,m4_54,send,PartyC,m4,,,SendTask_PartyB
task,PartyB,Activity BB,PartyB,2021-06-23 06:38:31,case_54,,,,,,,task_PartyB
SendTask,PartyB,Activity CC,PartyB,2021-06-23 06:38:37,case_54,m1_53,send,PartyA,m1,,,SendTask_PartyB
ReceiveTask,PartyC,Start,PartyC,2021-06-23 06:38:52,case_54,m4_54,receive,,m4,PartyB,start,ReceiveTask_PartyC
task,PartyB,Activity G,PartyB,2021-06-23 06:38:55,case_54,,,,,,,task_PartyB
task,PartyC,Activity ZA,PartyC,2021-06-23 06:39:02,case_54,,,,,,,task_PartyC
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 06:39:15,case_54,m5_55,send,PartyB,m5,,,SendTask_PartyC
task,PartyC,Activity CZ,PartyC,2021-06-23 06:39:21,case_54,,,,,,,task_PartyC
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 06:39:24,case_54,m5_55,receive,,m5,PartyC,,ReceiveTask_PartyB
task,PartyC,Activity BZ,PartyC,2021-06-23 06:39:26,case_54,,,,,,,task_PartyC
task,PartyB,Activity FF,PartyB,2021-06-23 06:39:26,case_54,,,,,,,task_PartyB
SendTask,PartyB,Activity EE,PartyB,2021-06-23 06:39:33,case_54,m2_51,send,PartyA,m2,,,SendTask_PartyB
task,PartyB,Activity DD,PartyB,2021-06-23 06:39:39,case_54,,,,,,,task_PartyB
task,PartyB,Activity I,PartyB,2021-06-23 06:39:45,case_54,,,,,,,task_PartyB
task,PartyB,Activity J,PartyB,2021-06-23 06:39:48,case_54,,,,,,,task_PartyB
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 06:39:55,case_54,m2_51,receive,,m2,PartyB,,ReceiveTask_PartyA
task,PartyA,Activity B,PartyA,2021-06-23 06:39:55,case_54,,,,,,,task_PartyA
SendTask,PartyA,Activity E,PartyA,2021-06-23 06:39:58,case_54,m3_52,send,PartyB,m3,,,SendTask_PartyA
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 06:39:59,case_54,m3_52,receive,,m3,PartyA,,ReceiveTask_PartyB
SendTask,PartyB,Activity M,PartyB,2021-06-23 06:40:09,case_54,M7_56,send,PartyD,M7,,,SendTask_PartyB
ReceiveTask,PartyD,Start2,PartyD,2021-06-23 06:40:17,case_54,M7_56,receive,,M7,PartyB,start,ReceiveTask_PartyD
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 06:40:22,case_54,m1_53,receive,,m1,PartyB,,ReceiveTask_PartyA
task,PartyB,Activity L,PartyB,2021-06-23 06:40:30,case_54,,,,,,,task_PartyB
task,PartyD,Activity ZAZ,PartyD,2021-06-23 06:40:33,case_54,,,,,,,task_PartyD
task,PartyA,Activity A,PartyA,2021-06-23 07:22:03,case_154,,,,,,,task_PartyA
SendTask,PartyB,Activity AA,PartyB,2021-06-23 07:22:07,case_154,m4_161,send,PartyC,m4,,,SendTask_PartyB
ReceiveTask,PartyC,Start,PartyC,2021-06-23 07:22:19,case_154,m4_161,receive,,m4,PartyB,start,ReceiveTask_PartyC
task,PartyB,Activity BB,PartyB,2021-06-23 07:22:21,case_154,,,,,,,task_PartyB
task,PartyA,Activity C,PartyA,2021-06-23 07:22:34,case_154,,,,,,,task_PartyA
SendTask,PartyB,Activity CC,PartyB,2021-06-23 07:22:35,case_154,m1_160,send,PartyA,m1,,,SendTask_PartyB
SendTask,PartyB,Activity EE,PartyB,2021-06-23 07:22:46,case_154,m2_162,send,,m2,,,SendTask_PartyB
task,PartyA,Activity B,PartyA,2021-06-23 07:22:58,case_154,,,,,,,task_PartyA
task,PartyB,Activity G,PartyB,2021-06-23 07:23:01,case_154,,,,,,,task_PartyB
SendTask,PartyA,Activity E,PartyA,2021-06-23 07:23:14,case_154,m3_159,send,PartyB,m3,,,SendTask_PartyA
task,PartyB,Activity FF,PartyB,2021-06-23 07:23:19,case_154,,,,,,,task_PartyB
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 07:23:30,case_154,m1_160,receive,,m1,PartyB,,ReceiveTask_PartyA
task,PartyC,Activity ZA,PartyC,2021-06-23 07:23:36,case_154,,,,,,,task_PartyC
task,PartyC,Activity CZ,PartyC,2021-06-23 07:23:37,case_154,,,,,,,task_PartyC
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 07:23:42,case_154,m5_163,send,PartyB,m5,,,SendTask_PartyC
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 07:23:42,case_154,m5_163,receive,,m5,PartyC,,ReceiveTask_PartyB
task,PartyC,Activity BZ,PartyC,2021-06-23 07:23:51,case_154,,,,,,,task_PartyC
task,PartyB,Activity DD,PartyB,2021-06-23 07:23:56,case_154,,,,,,,task_PartyB
task,PartyB,Activity I,PartyB,2021-06-23 07:23:58,case_154,,,,,,,task_PartyB
task,PartyB,Activity J,PartyB,2021-06-23 07:24:00,case_154,,,,,,,task_PartyB
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 07:24:04,case_154,m3_159,receive,,m3,PartyA,,ReceiveTask_PartyB
task,PartyB,Activity N,PartyB,2021-06-23 07:24:09,case_154,,,,,,,task_PartyB
task,PartyB,Activity L,PartyB,2021-06-23 07:24:11,case_154,,,,,,,task_PartyB
task,PartyA,Activity A,PartyA,2021-06-23 08:55:37,case_374,,,,,,,task_PartyA
SendTask,PartyB,Activity AA,PartyB,2021-06-23 08:55:38,case_374,m4_396,send,PartyC,m4,,,SendTask_PartyB
ReceiveTask,PartyC,Start,PartyC,2021-06-23 08:55:43,case_374,m4_396,receive,,m4,PartyB,start,ReceiveTask_PartyC
task,PartyB,Activity BB,PartyB,2021-06-23 08:55:44,case_374,,,,,,,task_PartyB
SendTask,PartyB,Activity CC,PartyB,2021-06-23 08:55:47,case_374,m1_395,send,PartyA,m1,,,SendTask_PartyB
task,PartyC,Activity ZA,PartyC,2021-06-23 08:55:51,case_374,,,,,,,task_PartyC
SendTask,PartyB,Activity EE,PartyB,2021-06-23 08:55:54,case_374,m2_393,send,PartyA,m2,,,SendTask_PartyB
task,PartyB,Activity FF,PartyB,2021-06-23 08:55:58,case_374,,,,,,,task_PartyB
task,PartyC,Activity CZ,PartyC,2021-06-23 08:56:07,case_374,,,,,,,task_PartyC
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 08:56:15,case_374,m5_397,send,PartyB,m5,,,SendTask_PartyC
task,PartyB,Activity G,PartyB,2021-06-23 08:56:15,case_374,,,,,,,task_PartyB
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 08:56:20,case_374,m5_397,receive,,m5,PartyC,,ReceiveTask_PartyB
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 08:56:34,case_374,m2_393,receive,,m2,PartyB,,ReceiveTask_PartyA
task,PartyC,Activity BZ,PartyC,2021-06-23 08:56:41,case_374,,,,,,,task_PartyC
task,PartyB,Activity DD,PartyB,2021-06-23 08:56:45,case_374,,,,,,,task_PartyB
