collab:elemType,org:group,concept:name,collab:participant,time:timestamp,case:concept:name,msgInstanceId,msgType,collab:toParticipant,msgFlow,collab:fromParticipant,eventType,collab:elemType_collab:participant
task,PartyB,Activity J,PartyB,2021-06-23 07:33:58,case_179,,,,,,,task_PartyB
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 07:34:02,case_179,m3_185,receive,,m3,PartyA,,ReceiveTask_PartyB
task,PartyB,Activity O,PartyB,2021-06-23 07:34:02,case_179,,,,,,,task_PartyB
task,PartyB,Activity L,PartyB,2021-06-23 07:34:07,case_179,,,,,,,task_PartyB
SendTask,PartyB,Activity AA,PartyB,2021-06-23 07:59:21,case_239,m4_252,send,PartyC,m4,,,SendTask_PartyB
task,PartyB,Activity BB,PartyB,2021-06-23 07:59:34,case_239,,,,,,,task_PartyB
task,PartyA,Activity A,PartyA,2021-06-23 07:59:43,case_239,,,,,,,task_PartyA
SendTask,PartyB,Activity CC,PartyB,2021-06-23 07:59:49,case_239,m1_251,send,PartyA,m1,,,SendTask_PartyB
ReceiveTask,PartyC,Start,PartyC,2021-06-23 08:00:02,case_239,m4_252,receive,,m4,PartyB,start,ReceiveTask_PartyC
SendTask,PartyB,Activity EE,PartyB,2021-06-23 08:00:06,case_239,m2_253,send,,m2,,,SendTask_PartyB
task,PartyA,Activity C,PartyA,2021-06-23 08:00:18,case_239,,,,,,,task_PartyA
task,PartyA,Activity B,PartyA,2021-06-23 08:00:27,case_239,,,,,,,task_PartyA
SendTask,PartyA,Activity E,PartyA,2021-06-23 08:00:33,case_239,m3_250,send,PartyB,m3,,,SendTask_PartyA
task,PartyC,Activity ZA,PartyC,2021-06-23 08:00:45,case_239,,,,,,,task_PartyC
task,PartyB,Activity G,PartyB,2021-06-23 08:00:48,case_239,,,,,,,task_PartyB
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 08:01:03,case_239,m1_251,receive,,m1,PartyB,,ReceiveTask_PartyA
task,PartyB,Activity FF,PartyB,2021-06-23 08:01:10,case_239,,,,,,,task_PartyB
task,PartyC,Activity CZ,PartyC,2021-06-23 08:01:15,case_239,,,,,,,task_PartyC
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 08:01:18,case_239,m5_254,send,PartyB,m5,,,SendTask_PartyC
task,PartyC,Activity BZ,PartyC,2021-06-23 08:01:26,case_239,,,,,,,task_PartyC
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 08:01:29,case_239,m5_254,receive,,m5,PartyC,,ReceiveTask_PartyB
task,PartyB,Activity DD,PartyB,2021-06-23 08:01:32,case_239,,,,,,,task_PartyB
task,PartyB,Activity I,PartyB,2021-06-23 08:01:35,case_239,,,,,,,task_PartyB
task,PartyB,Activity J,PartyB,2021-06-23 08:01:40,case_239,,,,,,,task_PartyB
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 08:01:40,case_239,m3_250,receive,,m3,PartyA,,ReceiveTask_PartyB
task,PartyB,Activity O,PartyB,2021-06-23 08:01:44,case_239,,,,,,,task_PartyB
task,PartyB,Activity L,PartyB,2021-06-23 08:01:45,case_239,,,,,,,task_PartyB
SendTask,PartyB,Activity AA,PartyB,2021-06-23 08:44:35,case_349,m4_370,send,PartyC,m4,,,SendTask_PartyB
task,PartyB,Activity BB,PartyB,2021-06-23 08:44:41,case_349,,,,,,,task_PartyB
SendTask,PartyB,Activity CC,PartyB,2021-06-23 08:44:49,case_349,m1_369,send,PartyA,m1,,,SendTask_PartyB
task,PartyA,Activity A,PartyA,2021-06-23 08:44:54,case_349,,,,,,,task_PartyA
ReceiveTask,PartyC,Start,PartyC,2021-06-23 08:45:01,case_349,m4_370,receive,,m4,PartyB,start,ReceiveTask_PartyC
task,PartyB,Activity FF,PartyB,2021-06-23 08:45:08,case_349,,,,,,,task_PartyB
SendTask,PartyB,Activity EE,PartyB,2021-06-23 08:45:13,case_349,m2_367,send,PartyA,m2,,,SendTask_PartyB
task,PartyB,Activity G,PartyB,2021-06-23 08:45:17,case_349,,,,,,,task_PartyB
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 08:45:23,case_349,m2_367,receive,,m2,PartyB,,ReceiveTask_PartyA
task,PartyA,Activity B,PartyA,2021-06-23 08:45:26,case_349,,,,,,,task_PartyA
task,PartyC,Activity ZA,PartyC,2021-06-23 08:45:32,case_349,,,,,,,task_PartyC
task,PartyC,Activity CZ,PartyC,2021-06-23 08:45:38,case_349,,,,,,,task_PartyC
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 08:45:41,case_349,m5_371,send,PartyB,m5,,,SendTask_PartyC
task,PartyC,Activity BZ,PartyC,2021-06-23 08:45:55,case_349,,,,,,,task_PartyC
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 08:46:05,case_349,m5_371,receive,,m5,PartyC,,ReceiveTask_PartyB
task,PartyB,Activity DD,PartyB,2021-06-23 08:46:10,case_349,,,,,,,task_PartyB
SendTask,PartyA,Activity E,PartyA,2021-06-23 08:46:19,case_349,m3_368,send,PartyB,m3,,,SendTask_PartyA
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 08:46:22,case_349,m1_369,receive,,m1,PartyB,,ReceiveTask_PartyA
task,PartyB,Activity I,PartyB,2021-06-23 08:46:22,case_349,,,,,,,task_PartyB
task,PartyB,Activity J,PartyB,2021-06-23 08:46:25,case_349,,,,,,,task_PartyB
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 08:46:26,case_349,m3_368,receive,,m3,PartyA,,ReceiveTask_PartyB
task,PartyB,Activity N,PartyB,2021-06-23 08:46:29,case_349,,,,,,,task_PartyB
task,PartyB,Activity L,PartyB,2021-06-23 08:46:33,case_349,,,,,,,task_PartyB
task,PartyA,Activity A,PartyA,2021-06-23 08:46:37,case_354,,,,,,,task_PartyA
SendTask,PartyB,Activity AA,PartyB,2021-06-23 08:46:44,case_354,m4_374,send,PartyC,m4,,,SendTask_PartyB
task,PartyB,Activity BB,PartyB,2021-06-23 08:46:50,case_354,,,,,,,task_PartyB
task,PartyA,Activity C,PartyA,2021-06-23 08:46:57,case_354,,,,,,,task_PartyA
SendTask,PartyB,Activity CC,PartyB,2021-06-23 08:46:59,case_354,m1_373,send,PartyA,m1,,,SendTask_PartyB
task,PartyB,Activity G,PartyB,2021-06-23 08:47:11,case_354,,,,,,,task_PartyB
ReceiveTask,PartyC,Start,PartyC,2021-06-23 08:47:17,case_354,m4_374,receive,,m4,PartyB,start,ReceiveTask_PartyC
task,PartyA,Activity B,PartyA,2021-06-23 08:47:31,case_354,,,,,,,task_PartyA
task,PartyC,Activity ZA,PartyC,2021-06-23 08:47:39,case_354,,,,,,,task_PartyC
task,PartyB,Activity FF,PartyB,2021-06-23 08:47:42,case_354,,,,,,,task_PartyB
SendTask,PartyB,Activity EE,PartyB,2021-06-23 08:47:44,case_354,m2_375,send,,m2,,,SendTask_PartyB
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 08:47:54,case_354,m5_376,send,PartyB,m5,,,SendTask_PartyC
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 08:47:56,case_354,m5_376,receive,,m5,PartyC,,ReceiveTask_PartyB
SendTask,PartyA,Activity E,PartyA,2021-06-23 08:48:10,case_354,m3_372,send,PartyB,m3,,,SendTask_PartyA
task,PartyC,Activity CZ,PartyC,2021-06-23 08:48:21,case_354,,,,,,,task_PartyC
task,PartyB,Activity DD,PartyB,2021-06-23 08:48:25,case_354,,,,,,,task_PartyB
task,PartyC,Activity BZ,PartyC,2021-06-23 08:48:43,case_354,,,,,,,task_PartyC
task,PartyB,Activity I,PartyB,2021-06-23 08:48:48,case_354,,,,,,,task_PartyB
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 08:48:56,case_354,m1_373,receive,,m1,PartyB,,ReceiveTask_PartyA
task,PartyB,Activity J,PartyB,2021-06-23 08:48:57,case_354,,,,,,,task_PartyB
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 08:49:00,case_354,m3_372,receive,,m3,PartyA,,ReceiveTask_PartyB
task,PartyB,Activity O,PartyB,2021-06-23 08:49:00,case_354,,,,,,,task_PartyB
task,PartyB,Activity L,PartyB,2021-06-23 08:49:01,case_354,,,,,,,task_PartyB
SendTask,PartyB,Activity AA,PartyB,2021-06-23 09:24:08,case_444,m4_470,send,PartyC,m4,,,SendTask_PartyB
task,PartyB,Activity BB,PartyB,2021-06-23 09:24:11,case_444,,,,,,,task_PartyB
SendTask,PartyB,Activity CC,PartyB,2021-06-23 09:24:13,case_444,m1_469,send,PartyA,m1,,,SendTask_PartyB
SendTask,PartyB,Activity EE,PartyB,2021-06-23 09:24:28,case_444,m2_467,send,PartyA,m2,,,SendTask_PartyB
ReceiveTask,PartyC,Start,PartyC,2021-06-23 09:24:41,case_444,m4_470,receive,,m4,PartyB,start,ReceiveTask_PartyC
task,PartyA,Activity A,PartyA,2021-06-23 09:24:47,case_444,,,,,,,task_PartyA
task,PartyB,Activity G,PartyB,2021-06-23 09:24:51,case_444,,,,,,,task_PartyB
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 09:25:12,case_444,m2_467,receive,,m2,PartyB,,ReceiveTask_PartyA
task,PartyB,Activity FF,PartyB,2021-06-23 09:25:15,case_444,,,,,,,task_PartyB
task,PartyC,Activity ZA,PartyC,2021-06-23 09:25:23,case_444,,,,,,,task_PartyC
task,PartyA,Activity B,PartyA,2021-06-23 09:25:27,case_444,,,,,,,task_PartyA
SendTask,PartyA,Activity E,PartyA,2021-06-23 09:25:27,case_444,m3_468,send,PartyB,m3,,,SendTask_PartyA
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 09:25:32,case_444,m1_469,receive,,m1,PartyB,,ReceiveTask_PartyA
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 09:25:33,case_444,m5_471,send,PartyB,m5,,,SendTask_PartyC
task,PartyC,Activity CZ,PartyC,2021-06-23 09:25:38,case_444,,,,,,,task_PartyC
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 09:25:42,case_444,m5_471,receive,,m5,PartyC,,ReceiveTask_PartyB
task,PartyB,Activity DD,PartyB,2021-06-23 09:25:47,case_444,,,,,,,task_PartyB
task,PartyB,Activity I,PartyB,2021-06-23 09:25:51,case_444,,,,,,,task_PartyB
task,PartyC,Activity BZ,PartyC,2021-06-23 09:26:04,case_444,,,,,,,task_PartyC
task,PartyB,Activity J,PartyB,2021-06-23 09:26:08,case_444,,,,,,,task_PartyB
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 09:26:08,case_444,m3_468,receive,,m3,PartyA,,ReceiveTask_PartyB
task,PartyB,Activity O,PartyB,2021-06-23 09:26:11,case_444,,,,,,,task_PartyB
task,PartyB,Activity L,PartyB,2021-06-23 09:26:14,case_444,,,,,,,task_PartyB
SendTask,PartyB,Activity AA,PartyB,2021-06-23 07:09:02,case_124,m4_129,send,PartyC,m4,,,SendTask_PartyB
task,PartyB,Activity BB,PartyB,2021-06-23 07:09:07,case_124,,,,,,,task_PartyB
SendTask,PartyB,Activity CC,PartyB,2021-06-23 07:09:15,case_124,m1_128,send,PartyA,m1,,,SendTask_PartyB
ReceiveTask,PartyC,Start,PartyC,2021-06-23 07:09:24,case_124,m4_129,receive,,m4,PartyB,start,ReceiveTask_PartyC
task,PartyC,Activity ZA,PartyC,2021-06-23 07:09:37,case_124,,,,,,,task_PartyC
task,PartyA,Activity A,PartyA,2021-06-23 07:09:44,case_124,,,,,,,task_PartyA
task,PartyA,Activity C,PartyA,2021-06-23 07:09:57,case_124,,,,,,,task_PartyA
task,PartyB,Activity FF,PartyB,2021-06-23 07:10:04,case_124,,,,,,,task_PartyB
task,PartyC,Activity CZ,PartyC,2021-06-23 07:10:19,case_124,,,,,,,task_PartyC
task,PartyB,Activity G,PartyB,2021-06-23 07:10:23,case_124,,,,,,,task_PartyB
SendTask,PartyB,Activity EE,PartyB,2021-06-23 07:10:35,case_124,m2_130,send,,m2,,,SendTask_PartyB
task,PartyA,Activity B,PartyA,2021-06-23 07:10:39,case_124,,,,,,,task_PartyA
SendTask,PartyA,Activity E,PartyA,2021-06-23 07:10:42,case_124,m3_127,send,PartyB,m3,,,SendTask_PartyA
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 07:10:48,case_124,m1_128,receive,,m1,PartyB,,ReceiveTask_PartyA
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 07:10:56,case_124,m5_131,send,PartyB,m5,,,SendTask_PartyC
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 07:10:59,case_124,m5_131,receive,,m5,PartyC,,ReceiveTask_PartyB
task,PartyC,Activity BZ,PartyC,2021-06-23 07:11:04,case_124,,,,,,,task_PartyC
task,PartyB,Activity DD,PartyB,2021-06-23 07:11:06,case_124,,,,,,,task_PartyB
task,PartyB,Activity I,PartyB,2021-06-23 07:11:07,case_124,,,,,,,task_PartyB
task,PartyB,Activity J,PartyB,2021-06-23 07:11:11,case_124,,,,,,,task_PartyB
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 07:11:12,case_124,m3_127,receive,,m3,PartyA,,ReceiveTask_PartyB
task,PartyB,Activity N,PartyB,2021-06-23 07:11:15,case_124,,,,,,,task_PartyB
task,PartyB,Activity L,PartyB,2021-06-23 07:11:18,case_124,,,,,,,task_PartyB
task,PartyA,Activity A,PartyA,2021-06-23 08:55:37,case_374,,,,,,,task_PartyA
SendTask,PartyB,Activity AA,PartyB,2021-06-23 08:55:38,case_374,m4_396,send,PartyC,m4,,,SendTask_PartyB
ReceiveTask,PartyC,Start,PartyC,2021-06-23 08:55:43,case_374,m4_396,receive,,m4,PartyB,start,ReceiveTask_PartyC
task,PartyB,Activity BB,PartyB,2021-06-23 08:55:44,case_374,,,,,,,task_PartyB
SendTask,PartyB,Activity CC,PartyB,2021-06-23 08:55:47,case_374,m1_395,send,PartyA,m1,,,SendTask_PartyB
task,PartyC,Activity ZA,PartyC,2021-06-23 08:55:51,case_374,,,,,,,task_PartyC
SendTask,PartyB,Activity EE,PartyB,2021-06-23 08:55:54,case_374,m2_393,send,PartyA,m2,,,SendTask_PartyB
task,PartyB,Activity FF,PartyB,2021-06-23 08:55:58,case_374,,,,,,,task_PartyB
task,PartyC,Activity CZ,PartyC,2021-06-23 08:56:07,case_374,,,,,,,task_PartyC
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 08:56:15,case_374,m5_397,send,PartyB,m5,,,SendTask_PartyC
task,PartyB,Activity G,PartyB,2021-06-23 08:56:15,case_374,,,,,,,task_PartyB
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 08:56:20,case_374,m5_397,receive,,m5,PartyC,,ReceiveTask_PartyB
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 08:56:34,case_374,m2_393,receive,,m2,PartyB,,ReceiveTask_PartyA
task,PartyC,Activity BZ,PartyC,2021-06-23 08:56:41,case_374,,,,,,,task_PartyC
task,PartyB,Activity DD,PartyB,2021-06-23 08:56:45,case_374,,,,,,,task_PartyB
task,PartyB,Activity I,PartyB,2021-06-23 08:56:48,case_374,,,,,,,task_PartyB
task,PartyB,Activity J,PartyB,2021-06-23 08:56:57,case_374,,,,,,,task_PartyB
task,PartyA,Activity B,PartyA,2021-06-23 08:57:02,case_374,,,,,,,task_PartyA
SendTask,PartyA,Activity E,PartyA,2021-06-23 08:57:07,case_374,m3_394,send,PartyB,m3,,,SendTask_PartyA
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 08:57:12,case_374,m3_394,receive,,m3,PartyA,,ReceiveTask_PartyB
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 08:57:19,case_374,m1_395,receive,,m1,PartyB,,ReceiveTask_PartyA
task,PartyB,Activity N,PartyB,2021-06-23 08:57:22,case_374,,,,,,,task_PartyB
task,PartyB,Activity L,PartyB,2021-06-23 08:57:26,case_374,,,,,,,task_PartyB
SendTask,PartyB,Activity AA,PartyB,2021-06-23 09:16:04,case_424,m4_449,send,PartyC,m4,,,SendTask_PartyB
ReceiveTask,PartyC,Start,PartyC,2021-06-23 09:16:17,case_424,m4_449,receive,,m4,PartyB,start,ReceiveTask_PartyC
task,PartyB,Activity BB,PartyB,2021-06-23 09:16:21,case_424,,,,,,,task_PartyB
SendTask,PartyB,Activity CC,PartyB,2021-06-23 09:16:30,case_424,m1_448,send,PartyA,m1,,,SendTask_PartyB
task,PartyC,Activity ZA,PartyC,2021-06-23 09:16:37,case_424,,,,,,,task_PartyC
task,PartyA,Activity A,PartyA,2021-06-23 09:16:43,case_424,,,,,,,task_PartyA
task,PartyB,Activity FF,PartyB,2021-06-23 09:16:48,case_424,,,,,,,task_PartyB
task,PartyB,Activity G,PartyB,2021-06-23 09:16:48,case_424,,,,,,,task_PartyB
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 09:16:55,case_424,m5_450,send,PartyB,m5,,,SendTask_PartyC
task,PartyC,Activity CZ,PartyC,2021-06-23 09:17:06,case_424,,,,,,,task_PartyC
task,PartyC,Activity BZ,PartyC,2021-06-23 09:17:14,case_424,,,,,,,task_PartyC
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 09:17:15,case_424,m5_450,receive,,m5,PartyC,,ReceiveTask_PartyB
SendTask,PartyB,Activity EE,PartyB,2021-06-23 09:17:18,case_424,m2_446,send,PartyA,m2,,,SendTask_PartyB
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 09:17:19,case_424,m2_446,receive,,m2,PartyB,,ReceiveTask_PartyA
task,PartyB,Activity DD,PartyB,2021-06-23 09:17:26,case_424,,,,,,,task_PartyB
task,PartyA,Activity B,PartyA,2021-06-23 09:17:34,case_424,,,,,,,task_PartyA
SendTask,PartyA,Activity E,PartyA,2021-06-23 09:17:35,case_424,m3_447,send,PartyB,m3,,,SendTask_PartyA
